Unnamed: 0,question,type,keywords
9179,남이 욕을 하거나 미워해도 별로 동요하지 않는다.,다요인검사,"합니다, 소리, 아는, 스피드, 위해, 생각, 탐색하는, 현장학습, 이해하기, 건강"
9180,내 적성보다는 남들이 부러워하는 일에 관심이 더 많다. ,진로발달검사,"취미생활, 다른, 활동, 상징, 넘칩니다, 말로, 스트레스, 동기유발, 실천전략, 아닙니다"
9181,내게는 좋아하는 일과 그렇지 않은 것을 구분하는 기준이 있다.  ,진로발달검사,"있을, 대화, 동정심, 없으나, 요지, 필요, 여행, 듣기, 세세한, 도식"
9182,나는 직접 과학 실험을 하고 결과를 예상하고 추리하는 것을 좋아한다.,다중지능검사,"쇼핑, 스터디, 차트, 해냅니다, 있고, 악기연주하기, 보입니다, 기억전략, 자동차, 목표"
9183,나는 체계적이고 논리적인 사고를 필요로 하는 실험을 좋아한다.,다중지능검사,"호기심, 스트레스, 추론, 유형화, 드러나지, 과학적, 도움, 어려움, 글쓰기, 편안한"
9184,나는 중요하다고 생각되는 내용은 외운다.,자기조절학습검사,"미루지, 언어, 창의적, 맞게, 긴장유지, 탐색하는, 자주, 부끄럼, 아닙니다, 경험들"
9185,나는 많은 사람들 앞에서 토론하고 발표하는 것을 좋아한다.,다중지능검사,"맡기는, 자기주도적, 인내심, 패션, 지각하는, 자기주도적, 평균, 관계지각, 에너지, 귀납적"
9186,틀린 문제는 다시 풀어본다.,자기조절학습검사,"게임, 직접, 생각하는, 조용한, 끝내지, 내향적, 경험하기를, 노래, 민감해, 현실적"
9187,다른 사람의 감정을 상하게 한 적이 없다.,자기조절학습검사,"협동적, 조용한, 판단하는, 인테리어, 통해, 적응하고, 동물, 겪고, 캠핑, 댄스"
9188,잊어버리지 않고 약속을 잘 지킨다.,진로발달검사,"나타나는, 작곡하는, 불편함을, 뚜렷한, 풍부해, 중재학습, 실천전략, 어떻게, 리더십, 약점"
9189,어려운 문제를 차근차근 풀어가는 것이 정말 즐겁다.  ,진로발달검사,"개인사를, 어려울, 그룹, 이해전략, 개인사를, 경험하기를, 국내여행, 아는, 공감하면서도, 기분"
9190,나는 동물이나 식물을 좋아하고 잘 돌본다.,다중지능검사,"좋아하고, 연극, 해주는, 봉사, 기분, 주의, 긍정적, 관계지각, 편안히, 보거나"
9191,일을 할 때 주위에서 어지간히 소란해도 잘할 수 있다.,다요인검사,"지각하는, 연극, 삼단논법, 적극적, 그룹, 미술, 사고, 세계, 관계지각, 깊게"
9192,주변 친구들의 고민을 잘 들어준다.,진로발달검사,"구체적, 자주, 긴장유지, 미용, 내향적, 맞게, 상태, 취미생활, 편안히, 자동차"
9193,내 마음대로 되는 일이 하나도 없다.,자기조절학습검사,"실천전략, 철저한, 정서지능, 동기유발, 노래, 기분, 에너지, 분류하는, 위해, 많은"
9194,공부가 잘 되도록 감정을 스스로 조절하려고 노력한다.,자기조절학습검사,"사람들, 상호관계, 디자인, 나타나는, 함께, 목표, 악기연주하기, 물리적, 오감, 믿고"
9195,고정급료를 받는 일보다 능력에 따라 대우받는 일을 하고 싶다.,다요인검사,"함께, 대한, 자전거, 좋아하고, 자동차, 많은, 논리적, 발달된, 요리, 지식"
9196,실수를 하더라도 무엇인가 배울 수 있는 수업이 좋다.,자기조절학습검사,"편안한, 편이, 실천전략, 미루지, 함께, 지각하는, 연산, 도식, 등산, 과학"
9197,"배우 : 영화, TV드라마의 등장인물로 출연하여 연기하는 사람 ",진로발달검사,"해냅니다, 거부감, 메타, 공부하기, 그룹, 가려고, 철저한, 지각하는, 받으면, 운동"
9198,나는 시험이 공지되면 공부 계획표를 만들어 본다.,자기조절학습검사,"뷰티, 움직여, 만들어, 대화, 작곡하는, 게임, 조각, 연역적, 정서조절, 일반적"
9199,과학보다는 문학을 더 좋아한다.,다요인검사,"해석하는, 구조, 추리, 먼저, 추려, 논리적, 양보, 아닌지, 계획적, 분류하기"
9200,나는 다양한 종류의 음악을 즐긴다.,다중지능검사,"작곡하는, 있고, 좋아하고, 자전거, 비언어적, 반응할, 자료, 사교적, 아는, 생각하는"
9201,나는 공부에 도움이 되는 좋은 문구나 말을 책상이나 벽에 붙여 놓는다.,자기조절학습검사,"식물, 유형화, 취미생활, 질문전략, 흐름, 관계지각, 운동, 상징, 뷰티, 기술"
9202,나는 성적이 실망스럽더라도 곧 털고 일어나 공부하는 편이다.,자기조절학습검사,"얼굴표정, 골프, 미용, 바둑, 않는, 아는, 경험하기를, 내고, 진로, 약점"
9203,나는 달리기를 하면 다른 아이들보다 잘 하는 편이다.,다중지능검사,"편안히, 듣기, 자기주도적, 공예, 서핑, 규칙적, 반응할, 있음에도, 지각하는, 발달된"
9204,시험이 공지되면 공부 계획표를 작성해 본다.,자기조절학습검사,"때문, 수집, 요가, 봉사, 능력, 이해전략, 야외체험학습, 언어, 물리적, 뷰티"
9205,지루함,자기조절학습검사,"야외자연활동, 귀납적, 서핑, 취미생활, 댄스, 강점, 제스처, 공부, 경험들, 호기심"
9206,기분이 저조해도 곧 긍정적인 마음으로 공부하는 편이다.,자기조절학습검사,"아니며, 친구들, 여기는, 칭찬, 관습적, 주의, 신체, 해외여행, 기억전략, 자기주장"
9207,나는 수업시간에 받은 프린트물을 잘 정리해놓는다.,자기조절학습검사,"보입니다, 학습내용, 이론, 기술, 논리적, 읽기, 사진, 식물, 안정적, 내고"
9208,부모님과 함께 진로를 탐색하는 것은 별 의미가 없다.  ,진로발달검사,"해내기, 보거나, 생각하며, 기억전략, 저널, 반응하는, 시관환경관리, 해석하는, 맞게, 있어"
9209,나는 혼자서 해결하지 못하는 문제가 나오면 선생님께 물어본다.,자기조절학습검사,"중요하게, 정서, 동정심, 평균, 요지, 크기, 만지거나, 방법, 캠핑, 과학"
9210,"이해되지 않은 부분이나 과목은 인터넷 강의, 학원, 과외 등을 찾아본다.",자기조절학습검사,"활용하기, 보입니다, 많은, 민감해, 도식, 드러나지, 관심, 말하기, 가치, 관심"
9211,나는 다른 사람이 쓴 글에서 틀리게 쓰인 말이나 잘못된 문장을 잘 찾아낸다.,다중지능검사,"함께, 위해, 상징, 양보, 동작, 자전거, 동작, 명랑하고, 관심, 공부"
9212,계획에 따라 일을 잘 한다. ,진로발달검사,"시뮬레이션, 지식, 스포츠, 좋아합니다, 강점, 있음에도, 패션, 적절한, 많은, 사용하기"
9213,남의 생일이나 명절 때 선물사러 다니는 일은 귀찮게 느껴진다.,다요인검사,"소리, 명랑하고, 어려움, 등산, 자기존중감, 미술, 일반적, 반응하는, 받으면, 요가"
9214,나는 캠핑이나 등산과 같은 자연과 어울리는 활동을 즐긴다.,다중지능검사,"야외자연활동, 자주, 인식, 있어, 넘칩니다, 칭찬, 편안한, 야외자연활동, 만들어, 활동"
9215,"나는 내 주위의 동물이나 식물, 자연현상에 대한 관찰력이 뛰어나다.",다중지능검사,"겪고, 설정, 추리, 꼼꼼하고, 공부, 언어, 대처하지, 만지거나, 공부하기, 기하학적"
9216,여행을 간다면 혼자 계획하지 않고 남의 조언을 받겠다.,다요인검사,"있으며, 중요하게, 불편함이, 민감해, 스포츠, 성실하게, 지각하는, 상호관계, 보입니다, 통해"
9217,성적을 잘 받는 것보다 내용을 익히는 것이 더 중요하다고 생각한다.,자기조절학습검사,"이해하기, 패턴, 보거나, 다른, 분류하기, 제시하는, 드라마, 만화, 수학, 보거나"
9218,나는 노래 부를 때 음정 박자를 잘 맞춘다.,다중지능검사,"가던, 저널, 자기주장, 느낄, 정서지능, 작곡하는, 도표, 국내여행, 양보, 중재학습"
9219,짜증,자기조절학습검사,"공감하면서도, 학습법, 저널, 일상생활, 자기존중감, 추려, 생각, 동정심, 시각, 목표"
9220,시험을 망쳤다고 쉽게 좌절하지 않는다.,자기조절학습검사,"민감해, 물리적, 학문, 해냅니다, 오감, 그래프, 유추, 드러나지, 믿고, 시간환경관리"
9221,나는 주변 사람들이 정해준 대로 공부하는 것이 편하다.  ,진로발달검사,"듣지만, 작곡하는, 구체적, 관습적, 좋아합니다, 가설설정, 상호관계, 자연학습, 창의적, 운동"
9222,가끔 자살충동을 느낀다.,다요인검사,"단위, 긴장유지, 듣기, 기억전략, 받아들이기, 보입니다, 있어, 단위, 보다, 해석하는"
9223,나는 공부하면서 내용을 확실히 이해하고 있는지 스스로 확인해 본다.,자기조절학습검사,"친구들, 기술, 보입니다, 자기계발, 안정상, 학습하기, 물리적, 경험들, 배낭여행, 호기심"
9224,불안,자기조절학습검사,"스트레스, 대한, 범주, 전신운동기능, 많고, 기민성, 주의, 꼼꼼하고, 없고, 겪고"
9225,나를 인정해 주는 친구가 없다.,자기조절학습검사,"삼단논법, 추리, 사고, 상태, 받으며, 드러나지, 말하기, 대화, 편안한, 안온하게"
9226,"주어진 일은 정확히, 빈틈없이 한다. ",진로발달검사,"질문전략, 유형화, 음악, 단위, 안정적, 일반적, 음악, 편안한, 실천전략, 유추"
9227,CEO : 기업을 대표하는 사람 ,진로발달검사,"메타, 시간환경관리, 시간환경관리, 보거나, 이해하기, 악기연주하기, 사람, 세계, 경우일, 있으며"
9228,중요한 일을 계획할 때 여럿이 모여 의논하는 것은 시간 낭비다.,다요인검사,"미용, 해결하는, 꼼꼼하고, 시관환경관리, 배낭여행, 신체언어, 정서조절, 봉사, 풍부해, 이해하기"
9229,나는 악기(피아노나 바이올린 등)를 배우는 것이 재미있다.,다중지능검사,"생각, 부끄럼, 스포츠, 논리적, 동기유발, 보거나, 느낄, 사고, 믿고, 아닌지"
9230,나는 정열적이고 활동적인 사람이라고 생각한다.,다요인검사,"여행, 위해, 활동, 깊게, 해결하는, 대한, 미술, 시간환경관리, 추론, 동정심"
9231,나는 모르는 사람 앞에서도 이야기를 잘 할 수 있다.,다중지능검사,"건강, 내용, 성실하게, 조각, 동정심, 공감하면서도, 게임, 불편함이, 안정적, 시간환경관리"
9232,나는 행복하다.,다요인검사,"편안한, 스피드, 뷰티, 수학, 내향적, 공감하면서도, 어려움, 좋아합니다, 독서, 단위"
9233,나는 나와 관련된 문제에 대해 생각하거나 글쓰기를 하면서 시간을 보내는 것을 좋아한다.,다중지능검사,"건강, 추리, 느낄, 민감해, 정서적, 대처하지, 이해하기, 힘들어합니다, 많고, 말하기"
9234,나는 다른 사람의 기분이나 감정을 잘 파악하고 대처한다.,다중지능검사,"드러나지, 비언어적, 편안한, 있을, 대처하지, 과학, 분류하는, 자기존중감, 어려울, 판단하는"
9235,각종 사회활동 모임에 즐거이 참여한다.,다요인검사,"쓰기, 에너지, 생각하며, 협동적, 쇼핑, 지각하는, 형태, 통해, 있으며, 발달된"
9236,나는 기분이 안 좋아도 긍정적인 마음으로 공부하려고 노력하는 편이다.,자기조절학습검사,"해주는, 대한, 스터디, 기하학적, 자주, 사랑, 거부감, 여행, 보입니다, 펫케어"
9237,학교에서 배우는 것들이 살아가는데 도움이 될 것이다.,자기조절학습검사,"과학, 그림, 시간환경관리, 정서적, 타고, 편안히, 뚜렷한, 의견, 안정적, 있으며"
9238,시험 전 교과서나 노트를 주의 깊게 읽어 본다.,자기조절학습검사,"귀납적, 스터디, 타고, 자주, 있고, 자연학습, 추려, 사랑, 받으며, 규칙적"
9239,우리나라의 인구는 세 명이다.,자기조절학습검사,"유형화, 성향, 좋아하고, 소셜미디어, 환경, 기민성, 있을, 많고, 공예, 관찰"
9240,나는 체계적이고 논리적인 사고를 필요로 하는 실험을 좋아한다.,다중지능검사,"환경, 계획적, 없고, 어울릴, 불편함이, 편안히, 관계, 동정심, 말로, 만화"
9241,공부할 때 전체적으로 중요한 것이 무엇인지 파악해 본다.,자기조절학습검사,"지각하는, 해냅니다, 해석하는, 야외자연활동, 시각, 철저한, 도표, 긴장유지, 목표, 기존"
9242,나는 다른 사람들로부터 그림 그리기나 만들기를 잘한다는 말을 자주 듣는다.,다중지능검사,"생각하는, 단위, 있음에도, 독서, 기민성;, 작곡하는, 기하학적, 이해하기, 수학적, 서핑"
9243,나는 공부를 하지 않았을 때 실망할 부모님의 모습을 떠올려 본다.,자기조절학습검사,"능력, 학문, 철저한, 해결하는, 있음에도, 시간환경관리, 스트레스, 때문, 혹은, 스노보드"
9244,나는 다른 사람들로부터 다정하고 친절하다는 말을 자주 듣는다.,다중지능검사,"기억전략, 상태, 가설설정, 적응하고, 방법, 활동, 않는, 국내여행, 기존, 주의"
9245,집안을 아름답게 장식한다.,진로발달검사,"많고, 상황, 좋아하고, 느낄, 글쓰기, 항목, 능력, 조성하, 비판적이거나, 게임"
9246,우리나라의 인구는 30명이다.,자기조절학습검사,"듣기, 등산, 의견, 제시하는, 자주, 순차적, 동정심, 과학적, 미루지, 도표"
9247,나는 다양한 종류의 음악을 즐긴다.,다중지능검사,"좋아하고, 불안정하여, 추리, 말하기, 얼굴표정, 건강, 적응하고, 계획적, 때문, 평균"
9248,남의 의견이나 생각에 대한 비판을 되도록 삼간다.,다요인검사,"편안한, 생각하는, 진로, 노래하기, 기분, 코딩, 그래프, 학습법, 사교적, 부끄럼"
9249,나는 직업에 관한 글이나 영상을 접하면 유심히 본다.  ,진로발달검사,"평균, 대화, 사랑, 대처하지, 분류하기, 비언어적, 쇼핑, 민감해, 연역적, 숫자"
9250,누구와 얘기하건 매우 집중해서 잘 듣는다.,자기조절학습검사,"학습내용, 공부하기, 가치, 읽기, 에너지, 있을, 수집, 자기계발, 학습, 힘들어합니다"
9251,어떤 학교공부가 내 꿈을 이루는데 중요한지 잘 알고 있다. ,진로발달검사,"상호관계, 평균, 도형, 가설설정, 먼저, 쇼핑, 있으며, 자기주장, 없고, 느낄"
9252,노트를 검토하고 중요한 개념들을 간추려 본다.,자기조절학습검사,"자료, 관계지각, 동작, 패턴, 내향적, 맞게, 학습, 맞게, 생각, 비언어적"
9253,나는 악기(피아노나 바이올린 등)를 배우는 것이 재미있다.,다중지능검사,"인테리어, 자기주장, 편이, 상황, 신체언어, 형태, 세세한, 중요하게, 정서지능, 곡선"
9254,내 적성보다는 남들이 부러워하는 일에 관심이 더 많다. ,진로발달검사,"이해, 약점, 어울릴, 관심, 관찰, 시각, 기민성;, 등산, 좋아합니다, 진로"
9255,나는 체계적이고 논리적인 사고를 필요로 하는 실험을 좋아한다.,다중지능검사,"동물, 악기연주하기, 표현할, 시간환경관리, 가설설정, 현장학습, 댄스, 다시, 말하기, 해내기"
9256,연주가가 되기 위한 악기 연주 연습을 한다. ,진로발달검사,"미루지, 글쓰기, 상태, 해내기, 만지거나, 직접, 소셜미디어, 표현할, 적절한, 구조"
9257,옛 관습에 구애받지 말고 여성의 사회 참여를 적극 권장해야 한다.,다요인검사,"자신, 움직여, 받으면, 불안정하여, 양보, 구체적, 겪고, 요지, 수학, 일상생활"
9258,나는 새로운 디자인을 고안해내는 것을 좋아한다.,다중지능검사,"해결하는, 내향적, 도형, 상태, 불편, 취미생활, 자동차, 진로, 깊게, 이해하기"
9259,나는 어떤 음악을 들으면 그 곡의 빠르기나 음의 높낮이를 알 수 있다.,다중지능검사,"학습, 가설설정, 때문, 해외여행, 펫케어, 자료, 살펴볼, 가려고, 내용, 상태"
9260,나는 능력이 부족하다고 느껴지더라도 “좌절할 시간에 공부를 더하자”라고 생각한다.,자기조절학습검사,"가치, 쇼핑, 증명, 조성하, 펫케어, 협동적, 삼단논법, 자연학습, 혹은, 맡기는"
9261,공부에 집중하기 힘들다.,자기조절학습검사,"창의적, 동기유발, 조용한, 등산, 작은, 스트레스, 수학, 디자인, 스피드, 학습법"
9262,나는 공부할 때 시험에 나올만한 문제들을 미리 생각해본다.,자기조절학습검사,"강점, 야외체험학습, 겪고, 기민성;, 제시하는, 신체언어, 살펴볼, 유추, 이해하기, 겪고"
9263,나는 다른 사람들로부터 다정하고 친절하다는 말을 자주 듣는다.,다중지능검사,"인내심, 여행, 도표, 불안정하여, 코딩, 기억전략, 정서조절, 사진, 나타나는, 악기연주하기"
9264,나는 계산문제를 재빠르게 암산할 수 있다.,다중지능검사,"읽기, 여기는, 신체언어, 상황, 미루지, 대한, 메타, 여기는, 불편함을, 패턴"
9265,공부 시작 전에 전체적인 구성을 미리 훑어본다.,자기조절학습검사,"해주는, 맞게, 단위, 삼단논법, 시각, 않는, 요리, 인식, 상징, 세세한"
9266,돈을 아껴서 사용한다. ,진로발달검사,"이론, 자기, 그래프, 해석, 가던, 가능성, 자신, 댄스, 추려, 외국어"
9267,욕을 해본 적이 없다.,자기조절학습검사,"보입니다, 사람, 조각, 민감해, 나타나는, 삼단논법, 의견, 사고, 질문전략, 캠핑"
9268,나는 능력이 부족하다고 느껴지더라도 “좌절할 시간에 공부를 더하자”라고 생각한다.,자기조절학습검사,"봉사, 바둑, 좋아하고, 자기주장, 많고, 중간, 축구, 항목, 편안히, 아닌지"
9269,나는 친구들에게 동화나 만화 이야기를 재미있게 해 줄 수 있다.,다중지능검사,"생각, 게임, 바둑, 신체교육, 그래프, 제시하는, 조성하, 정서, 기존, 활동"
9270,암기하기보다 이해하기 위해 더 노력한다.,자기조절학습검사,"상상력, 요리, 자기주도적, 꼼꼼하고, 수학, 조각, 듣지만, 부끄럼, 요리, 악기연주하기"
9271,어려운 내용은 이해하기 쉬운 말로 바꾸어 본다.,자기조절학습검사,"해주는, 생각하며, 자연학습, 스노보드, 식물, 긍정적, 거부감, 사용하기, 봉사, 연역적"
9272,왠지 모르게 막연한 위기감이나 두려움을 느낄 때가 있다.,다요인검사,"뷰티, 있어, 기존, 스트레스, 유추, 형태, 먼저, 가기, 흐름, 과학적"
9273,잘 할 수 있다고 스스로 마음을 다독인다.,자기조절학습검사,"인내심, 소리, 있음에도, 중간, 세계, 필요, 안온하게, 연산, 진로, 탐색하는"
9274,공부를 제대로 하지 않았을 때 실망할 가족의 모습을 생각해본다.,자기조절학습검사,"그래프, 조용한, 기능, 노래하기, 유추, 보입니다, 헬스, 상태, 항목, 게임"
9275,나는 다른 사람의 기분이나 감정을 잘 파악하고 대처한다.,다중지능검사,"동작, 이론, 음악, 차트, 공감하면서도, 좋아합니다, 해냅니다, 분류하는, 체험학습, 대처하지"
9276,일할 때 다른 사람이 둘러서서 구경하면 거북스럽다.,다요인검사,"신체교육, 경험하기를, 대한, 내향적, 경험하기를, 편안한, 만들어, 헬스, 식물, 듣지만"
9277,"나는 인라인 스케이트, 자전거 같은 것을 빨리 배우고 즐겨 탄다.",다중지능검사,"추리, 많은, 학습, 해결하는, 아닌지, 학습내용, 자전거, 인테리어, 사교적, 겪을"
9278,공부하다가 지루해지면 잠시 기분 전환을 한 후 다시 공부한다.,자기조절학습검사,"수학적, 있을, 사교적, 성향, 해석하는, 통해, 반응하는, 자동차, 자동차, 도식"
9279,과학보다는 문학을 더 좋아한다.,다요인검사,"작곡하는, 규칙적, 받아들이기, 수집, 펫케어, 받으면, 구조, 자주, 생각하는, 읽기"
9280,반려동물을 잘 기른다. ,진로발달검사,"자기계발, 이해, 가설설정, 있어, 시를, 해석하는, 스포츠, 범주, 골프, 학습하기"
9281,나는 달리기를 하면 다른 아이들보다 잘 하는 편이다.,다중지능검사,"항목, 이해전략, 아는, 다른, 자기존중감, 작곡하는, 영화, 상황, 만지거나, 집단적"
9282,노력하는 과정이 결과보다 중요하다고 생각한다.,자기조절학습검사,"넘칩니다, 어려울, 현실적, 해석하는, 요가, 내향적, 골프, 시를, 아니며, 겪을"
9283,다른 사람에게 의지하고 싶을 때가 있다.,다요인검사,"관심, 디자인, 이론, 공감하면서도, 해외여행, 기민성, 개인사를, 기술, 스노보드, 분류하는"
9284,나는 다른 아이들에 비해 몸놀림이나 손놀림이 좋다는 말을 많이 듣는다.,다중지능검사,"이해, 패턴, 편이, 동작, 경험들, 비언어적, 연산, 해외여행, 에너지, 명랑하고"
9285,계획한 공부를 마치면 좋아하는 것을 하기로 나 자신과 약속한다.,자기조절학습검사,"노래하기, 캠핑, 유추, 메타, 드라마, 받아들이기, 논리적, 관계지각, 미술, 협동적"
9286,상을 받거나 칭찬을 들으면 당황한다.,다요인검사,"편안한, 만지거나, 민감해, 호기심, 아닙니다, 시뮬레이션, 자기, 적절한, 시를, 적응하고"
9287,나는 친구들 사이에서 인기가 많다.,다중지능검사,"미술, 신체언어, 패션, 단서, 취미생활, 가설설정, 추려, 리더십, 추상적, 자기계발"
9288,나는 어떤 과목에 소질이 있는지 잘 알고 있다.  ,진로발달검사,"정서조절, 생각하며, 좋아하고, 불안정하여, 게임, 아닙니다, 제스처, 칭찬, 좋아합니다, 능력"
9289,나는 수업시간에 받은 프린트물을 잘 정리해놓는다.,자기조절학습검사,"차트, 외국어, 창의적, 바둑, 아닙니다, 자기, 헬스, 쓰기, 축구, 필요"
9290,기분이 좋지 않으면 감정에 휘말려 책이 눈에 들어오지 않는다.,자기조절학습검사,"다른, 골프, 실천전략, 환경, 사람, 얼굴표정, 게임, 불편, 다시, 세세한"
9291,부담감,자기조절학습검사,"학습법, 시각, 연역적, 상징, 야외체험학습, 불안정하여, 맞게, 활용하기, 배낭여행, 많은"
9292,다소 어렵더라도 호기심이 생기는 수업이나 과제가 좋다.,자기조절학습검사,"작은, 독서, 가려고, 스피드, 생각하는, 시간환경관리, 펫케어, 추상적, 규칙적, 추려"
9293,나는 새로운 내용을 공부할 때 이미 배운 내용과 연관시켜 가며 이해한다.,자기조절학습검사,"사고, 흐름, 어떻게, 받아들이기, 공부, 풍부해, 여기는, 움직여, 음악, 실천전략"
9294,중요한 내용에 밑줄을 긋거나 표시하면서 공부한다.,자기조절학습검사,"인내심, 해냅니다, 초인, 않는, 가던, 상상력, 조용한, 취미생활, 쇼핑, 겪을"
9295,"연극이나 음악, 오페라 등에 대하여 글을 쓰는 일이 재미있을 것 같다.",다요인검사,"작은, 어떻게, 양보, 다른, 해냅니다, 에너지, 조각, 예민하고, 수학적, 질문전략"
9296,나는 선생님이 중요하다고 말씀하시는 것은 노트에 적어 놓는다.,자기조절학습검사,"있음에도, 드러나지, 없고, 형태, 추론, 기분, 노래하기, 직접, 자신, 가능성"
9297,나는 문제가 잘 풀리지 않으면 다른 방식으로 풀어본다.,자기조절학습검사,"보거나, 체험학습, 학습, 자신, 기술, 펫케어, 그룹, 예민하고, 비판적이거나, 음악"
9298,내가하는 일에는 남의 조언이나 간섭을 받고 싶지 않다.,다요인검사,"자기존중감, 분류하기, 요리, 많은, 읽기, 자기계발, 세세한, 보거나, 받으면, 학습내용"
9299,공부에 도움이 되는 좋은 문구나 말을 붙여놓고 지침으로 삼는다.,자기조절학습검사,"있으며, 이해, 여기는, 조각, 도움, 쓰기, 형태, 개인사를, 받아들이기, 조용한"
9300,시험 전에는 하고 싶은 일이 있어도 참고 공부한다.,자기조절학습검사,"내향적, 듣기, 과학, 크기, 어려울, 얼굴표정, 요지, 먼저, 만화, 기존"
9301,자세히 할 부분과 그렇지 않은 부분을 생각하고 공부를 시작한다.,자기조절학습검사,"좋아하고, 가기, 만들어, 독서, 자원활용, 일반적, 가려고, 학습내용, 호기심, 삼단논법"
9302,배운 것에 대한 이해력이 좋다 ,진로발달검사,"자연학습, 자동차, 지식, 야외자연활동, 동정심, 살펴볼, 현장학습, 쇼핑, 거부감, 과학적"
9303,평범한 사람들은 깊이가 없어서 싫다.,다요인검사,"진로, 여기는, 겪고, 정서, 스피드, 맞게, 없으나, 소리, 안온하게, 즐김"
9304,방은 항상 깔끔히 정리하고 무엇이든 곧 찾아낼 수 있게 해 놓는다.,다요인검사,"학습, 풍부해, 지식, 의견, 관계, 조용한, 동물, 독서, 명랑하고, 사교적"
9305,"나는 시험 볼 때 문제의 수, 종류, 배점에 따라 머릿속으로 시간을 배분해 본다.",자기조절학습검사,"지각하는, 도움, 분류하는, 추상적, 있으며, 넘칩니다, 느낄, 에너지, 정서, 릴레이"
9306,공부하다가 혼동이 생기면 앞으로 돌아가 내용을 확인한다.,자기조절학습검사,"서핑, 국내여행, 뚜렷한, 디지털, 관계지각, 풍부해, 때문, 좋아합니다, 동기유발, 구체적"
9307,나는 집에 있을 때 노래와 음악을 많이 듣는다.,다중지능검사,"중재학습, 사교적, 비판적이거나, 철저한, 깊게, 목표, 듣지만, 풍부해, 내향적, 오감"
9308,학교에서 배우는 것들이 살아가는데 도움이 될 것이다.,자기조절학습검사,"요리, 취미생활, 스포츠, 분류하는, 안온하게, 저널, 내고, 상황, 봉사, 합니다"
9309,노는 것을 그만두고 공부를 시작하는 것이 어렵다.,자기조절학습검사,"어려울, 이해전략, 위해, 신체언어, 밴다이어그램, 평균, 릴레이, 비언어적, 민감해, 펫케어"
9310,고정급료를 받는 일보다 능력에 따라 대우받는 일을 하고 싶다.,다요인검사,"신체언어, 친구들, 겪을, 함께, 이해전략, 삼단논법, 중요하게, 넘칩니다, 관심, 사랑"
9311,나는 친구가 아프거나 다치면 잘 도와준다.,다중지능검사,"연산, 동기유발, 해결하는, 아는, 코딩, 맞게, 민감해, 가능성, 사진, 메타"
9312,내 마음대로 되는 일이 하나도 없다.,자기조절학습검사,"수학적, 즐김, 학습내용, 읽기, 가던, 유추, 안정적, 릴레이, 공부, 적절한"
9313,나는 잘 기억하도록 읽어보거나 써본다.,자기조절학습검사,"불편, 국내여행, 평균, 스터디, 흐름, 관계, 보거나, 조성하, 해내기, 기능"
9314,다른 사람들이 어떤 부탁을 해도 짜증나지 않는다.,자기조절학습검사,"분류하는, 요지, 반응하는, 학습, 해결하는, 연역적, 적응하고, 동작, 부끄럼, 이해하기"
9315,나는 혼자서 해결하지 못하는 문제가 나오면 선생님께 물어본다.,자기조절학습검사,"조용한, 자주, 패턴, 유형화, 디지털, 자신, 해결할, 반응할, 삼단논법, 성향"
9316,공부하다가 불안해지면 그만큼 더 노력한다.,자기조절학습검사,"진로, 공감하면서도, 요가, 어울릴, 자연학습, 좋아하고, 있음에도, 해주는, 협동적, 사진"
9317,나는 공부를 하지 않았을 때 실망할 부모님의 모습을 떠올려 본다.,자기조절학습검사,"듣기, 설정, 안정상, 대처하지, 다른, 가기, 생각하는, 조용한, 있고, 호기심"
9318,나는 학교에서 배우는 내용을 생활에서도 활용할 수 있을 것이라고 생각한다.,자기조절학습검사,"필요, 대화, 창의적, 아니며, 강점, 힘들어합니다, 생각하는, 적극적, 기존, 능력"
9319,새로운 것을 알았을 때 뿌듯함을 느낀다.,자기조절학습검사,"공감하면서도, 불편함이, 합니다, 학습, 시뮬레이션, 축구, 협동적, 관심, 안정상, 편안히"
9320,공무원 : 각종 정부 행정 업무와 관련한 일을 하는 사람 ,진로발달검사,"자료, 편안히, 해냅니다, 시뮬레이션, 힘들어합니다, 공부하기, 동정심, 시관환경관리, 반응할, 많은"
9321,나는 내가 무엇을 잘하고 무엇을 못하는지 잘 안다.,다중지능검사,"활동, 편이, 기분, 자동차, 보입니다, 신체교육, 자료, 좋아합니다, 자기계발, 논리"
9322,나는 정열적이고 활동적인 사람이라고 생각한다.,다요인검사,"정서적, 가설설정, 메타, 겪을, 시뮬레이션, 편안히, 과학, 받으면, 긴장유지, 기능"
9323,내용이 이해되지 않으면 천천히 다시 읽어 본다.,자기조절학습검사,"함께, 어울릴, 기분, 스피드, 추상적, 이론, 야외체험학습, 자기주도적, 공부, 부끄럼"
9324,나는 쓸모없는 사람인 것 같다.,자기조절학습검사,"편이, 미술, 대처하지, 해석, 인내심, 만들어, 도형, 창의적, 생각하며, 밴다이어그램"
9325,나는 공부할 때 어려운 나용은 이해하기 쉬운 말로 바꾸어 본다.,자기조절학습검사,"동기유발, 어울릴, 만들어, 자주, 신체, 경험하기를, 해결할, 미용, 없으나, 메타"
9326,나는 공부할 때 시험에 나올만한 문제들을 미리 생각해본다.,자기조절학습검사,"계획적, 부끄럼, 성향, 형태, 만들어, 부끄럼, 없으나, 식물, 관심, 정서조절"
